Study Hours,Sleep Hours,Social Media,Attendance,Past Avg Score,actual_score,predicted_score
2.9,6.29,0.19,75.37,70.13,95.22,95.25286332157106
3.68,5.01,1.15,60.38,56.48,86.49,86.55491585039948
1.58,8.25,3.93,75.51,85.39,87.89,87.9194853704588
7.2,6.12,2.4,64.41,59.92,121.64,121.65066326784942
5.16,7.42,0.42,80.16,75.82,122.22,122.23657848505479
5.61,5.83,1.27,60.63,65.24,109.74,109.72449356642323
6.7,6.34,0.18,99.43,91.81,145.5,145.514475581468
3.03,3.41,4.61,79.51,59.96,76.14,76.11614807518926
2.01,3.98,1.09,55.16,59.55,68.18,68.21649140767046
7.18,6.52,0.71,74.34,79.93,136.99,137.03454516002964
2.21,8.99,4.22,92.55,55.74,88.49,88.4813914113902
4.73,8.91,2.54,53.74,55.53,102.59,102.55354425412432
3.38,5.42,3.28,79.29,82.1,96.74,96.74714352992564
2.82,3.07,2.2,94.21,67.45,85.47,85.43268275860085
3.34,5.97,4.16,97.07,85.58,103.01,103.00382508434856
2.78,6.47,1.8,78.71,96.81,103.17,103.16766132629097
7.15,7.56,0.3,71.79,69.06,135.56,135.5913903815216
6.5,3.47,4.72,53.63,68.22,102.86,102.84598862162039
4.94,3.38,1.84,89.13,73.02,106.85,106.86695316816306
6.55,4.47,4.01,81.69,87.76,123.98,123.95147886204722
2.31,7.82,1.33,90.55,87.76,103.87,103.85997192386986
4.06,6.06,0.47,51.81,78.0,100.54,100.52247760085291
3.5,8.59,3.1,86.73,97.07,115.88,115.91835825503875
7.72,7.42,0.94,79.0,65.05,139.6,139.5805117102072
4.79,8.06,2.45,91.47,68.82,117.37,117.35978521650638
5.93,8.85,2.27,79.47,74.2,128.96,128.9018531556735
4.69,3.9,4.3,58.38,71.7,91.51,91.50312057879083
6.5,8.81,4.09,64.99,62.59,121.26,121.28318383276785
1.86,3.38,1.23,87.01,95.78,88.87,88.83518986675782
6.0,6.96,2.28,53.78,74.9,116.46,116.41380059002225
7.47,3.27,3.68,89.73,80.72,128.88,128.8873824136824
7.15,6.86,2.21,79.88,77.89,135.59,135.63069892696834
5.18,6.28,4.11,61.01,91.0,111.97,111.94319862200123
6.11,5.64,2.48,76.0,82.36,122.73,122.69437089590934
4.23,7.06,2.16,76.83,50.87,98.33,98.32666743601614
7.24,7.0,2.8,93.68,84.3,142.35,142.38528174255984
6.73,3.84,1.82,52.17,79.45,115.88,115.88035144920428
6.15,6.22,3.08,76.41,55.29,112.91,112.88879035977274
2.56,5.36,2.53,76.26,70.73,85.26,85.22967768127427
1.81,6.83,2.49,52.57,83.93,81.14,81.14256823148858
2.08,6.02,1.16,89.15,59.44,84.95,84.9808324435102
2.28,6.5,1.69,77.86,94.98,98.01,97.99054802099272
4.5,6.81,0.34,97.67,55.73,111.88,111.84336498488916
2.11,7.17,2.75,59.18,77.91,83.88,83.91768864772376
3.14,7.54,1.97,72.95,52.09,89.66,89.66057806702239
1.17,8.96,0.39,82.97,55.82,83.9,83.8490446904064
2.15,3.41,4.2,94.1,57.1,72.25,72.24939784779704
6.77,3.4,0.87,82.88,61.43,118.83,118.82566586361699
1.72,5.28,0.01,86.54,51.87,78.0,78.00939428162451
4.68,4.2,1.31,52.74,66.18,94.4,94.3928959154685
6.52,5.51,2.06,63.43,53.56,111.59,111.54229044758993
3.54,6.88,0.9,71.81,93.84,109.81,109.77954986764308
5.78,6.57,2.9,93.99,62.28,119.02,119.03949412309451
7.4,8.47,4.16,86.99,68.35,137.14,137.12796871392575
6.64,8.59,2.09,71.45,78.63,134.23,134.2377649824223
2.81,8.04,2.77,72.7,86.19,100.22,100.15651466739746
5.26,7.82,4.54,68.76,60.06,106.4,106.371910724327
4.23,5.48,1.08,55.12,54.81,90.83,90.80886952108385
4.61,4.08,1.44,75.96,56.0,96.06,96.03724845486164
5.64,7.29,3.31,60.54,79.05,115.76,115.7921181905629
4.9,4.63,2.0,60.18,64.49,97.82,97.83915850919918
6.92,3.97,3.87,60.27,67.69,111.65,111.60630188295309
1.74,3.37,2.58,51.95,91.09,72.64,72.63006820445068
2.36,8.68,0.4,92.75,91.51,110.92,110.91030590281137
6.07,8.81,4.02,53.57,93.42,126.42,126.45962452311957
3.31,7.36,0.64,50.95,88.07,101.06,101.10288956337627
4.46,4.33,3.1,85.81,97.98,111.88,111.86563531512093
1.49,8.24,3.21,52.73,52.56,68.56,68.55199197304867
4.59,8.3,0.39,86.03,96.85,130.02,129.98040114434428
1.79,8.07,2.13,63.25,82.32,87.95,87.96306159265913
5.81,5.03,3.29,76.14,74.41,113.43,113.40601740851736
6.61,5.79,2.52,83.91,53.14,118.22,118.24890979900727
3.96,3.57,3.61,55.38,97.0,94.51,94.54356431870345
4.86,6.99,2.97,95.23,96.16,125.79,125.80439874793669
7.23,7.55,4.91,52.02,79.76,125.41,125.41009269459668
1.88,6.81,4.41,58.03,78.67,77.42,77.40657433867774
7.9,4.87,3.2,68.72,69.25,127.62,127.6258495113953
4.1,6.79,4.4,73.15,88.23,105.76,105.70745589534928
5.76,8.01,0.66,74.81,88.08,132.25,132.22591705176328
1.51,7.69,2.44,98.22,92.96,98.48,98.4312110000902
2.25,5.63,4.98,93.51,84.69,89.12,89.10952655085477
1.78,6.6,1.04,90.48,56.25,83.38,83.38386920722107
5.65,3.58,0.76,92.67,65.38,114.04,114.02296773938002
4.34,5.09,3.27,73.78,55.78,92.22,92.2353368116352
6.0,4.53,3.31,69.5,59.27,105.49,105.52736198332768
1.59,8.91,3.7,70.26,51.1,75.18,75.1575773822816
4.36,7.62,1.39,66.59,93.02,116.47,116.50560087834901
5.72,4.68,4.81,58.82,70.37,101.71,101.69334406197714
2.25,4.25,4.56,87.86,56.64,72.9,72.89337981579705
1.49,3.83,4.78,52.21,72.77,60.08,60.109649104781816
6.13,8.17,4.6,54.4,76.2,117.33,117.28008033584021
8.0,3.52,2.64,56.24,91.19,130.59,130.62782651501
2.53,7.18,4.7,86.98,59.27,84.74,84.71200978273836
2.46,8.81,2.83,77.66,61.95,90.98,90.9881364329279
2.62,8.64,2.88,71.46,63.45,90.53,90.55798523073014
3.68,5.97,4.1,54.4,54.79,81.07,81.06486943879023
4.69,8.28,0.15,94.77,56.15,117.68,117.64159565359842
6.77,8.72,1.62,97.48,67.32,140.04,140.0232376486029
7.83,5.23,2.0,81.38,72.77,135.72,135.6823637158193
1.02,5.96,0.58,85.48,66.12,77.95,77.99179294034636
7.96,8.91,4.88,86.14,89.92,150.39,150.4216387615729
7.11,5.58,1.94,58.59,52.07,115.23,115.2541882681583
4.74,5.49,1.62,89.05,87.87,117.72,117.75372172380001
5.75,7.05,4.67,82.54,79.81,120.27,120.24670724163461
6.14,7.9,2.36,74.55,54.08,118.21,118.2370318839351
6.04,4.8,3.54,72.77,94.04,121.14,121.12740981471396
3.34,6.05,0.73,79.18,79.82,102.43,102.43221444453565
3.22,8.3,3.69,87.63,95.54,111.04,111.00625716399833
2.09,8.69,4.51,54.04,55.63,74.34,74.32324396440791
6.17,3.29,4.03,54.08,61.89,98.34,98.31877489823182
6.61,8.31,4.67,96.79,83.06,137.34,137.34251322781518
5.17,3.32,1.74,69.1,89.43,109.47,109.51183224981712
3.93,8.25,1.8,82.28,59.3,104.94,104.92423888739263
5.7,3.54,4.86,85.1,84.34,111.5,111.46621933208351
5.17,3.34,0.78,81.15,65.92,105.65,105.70256796131758
2.39,6.32,0.54,83.26,65.01,90.36,90.37190431053159
6.37,7.8,3.62,90.44,64.77,126.51,126.53074743684829
7.64,6.26,2.26,88.98,65.36,135.85,135.85855993629997
5.39,8.7,4.95,98.48,87.48,129.26,129.24762934177656
6.83,8.37,0.72,98.43,89.73,150.53,150.56279074800972
3.02,4.26,1.99,62.98,71.6,83.46,83.51316797462542
2.24,7.05,3.46,84.81,84.29,93.55,93.54955393271464
2.96,8.64,1.93,93.3,86.81,111.42,111.41523983788441
3.6,7.72,2.7,89.91,54.35,98.92,98.8731839037298
2.5,8.34,4.35,93.98,68.09,94.2,94.25065499285294
1.94,6.32,0.14,93.94,84.05,97.96,97.94265530831598
1.69,4.5,3.63,88.18,55.78,70.2,70.21536588939361
6.9,3.9,2.77,79.46,57.09,114.97,114.93355360212658
7.4,8.23,1.68,95.08,59.3,140.19,140.1749296583158
2.14,6.09,3.98,87.86,95.64,94.17,94.18473706092979
3.19,4.19,2.06,59.84,57.95,78.34,78.29072872537668
2.18,7.52,2.64,84.41,66.48,88.82,88.81516975995447
5.91,8.32,0.64,88.61,96.44,141.99,142.03059279153112
4.65,4.05,3.76,82.32,63.31,96.52,96.49959855314556
2.48,8.39,1.34,72.92,50.56,86.93,86.90963998427091
1.48,3.3,2.92,71.05,53.12,59.94,59.94157414005915
8.0,4.13,2.17,74.87,74.91,132.42,132.4750429407313
4.68,7.96,0.69,52.9,86.19,114.92,114.96614248703757
6.19,8.0,0.35,77.7,78.18,133.6,133.59278247685236
2.18,6.96,3.94,92.86,52.13,81.38,81.32991729748767
6.11,7.61,0.02,99.44,59.04,131.24,131.22881157199924
5.08,8.39,1.54,89.13,75.35,124.68,124.68998667122867
4.88,4.62,2.51,98.94,71.5,111.01,111.04241399649236
3.37,4.49,2.06,68.65,66.62,86.92,86.92227425623338
5.48,7.77,1.82,87.43,56.05,117.6,117.63935673937401
3.0,7.72,2.44,68.6,78.31,97.14,97.18415522695969
4.44,5.58,4.44,99.93,92.41,114.8,114.7641125865913
4.95,4.78,2.43,62.13,60.37,96.8,96.81613662914623
4.4,6.93,2.95,53.81,97.14,109.49,109.48921334245543
4.4,7.3,2.33,68.02,86.26,111.77,111.75040183764949
2.32,8.55,4.17,91.78,78.32,97.02,97.05288307045541
2.92,5.7,1.7,99.61,88.83,105.41,105.39590396761547
3.1,7.39,3.89,66.43,62.16,87.09,87.08261261868525
3.38,5.73,1.2,56.13,81.85,94.8,94.78856413868002
4.88,4.9,3.59,79.56,96.5,113.91,113.90856914592077
4.25,5.04,0.4,62.65,60.18,95.44,95.43614117660849
2.46,6.41,3.68,71.46,91.39,92.05,92.00426365623298
1.58,6.07,0.2,81.96,83.18,89.89,89.89021557849162
7.65,5.65,2.89,89.39,70.52,135.07,135.04558560701463
3.92,4.27,2.92,85.55,66.83,94.62,94.64675664479053
4.25,4.74,2.03,98.34,70.13,105.97,105.96432659811553
1.31,8.76,1.04,89.33,71.14,91.29,91.24559087026667
6.76,4.25,0.09,97.25,56.57,125.16,125.21310691443833
4.09,7.09,2.17,59.39,86.46,106.13,106.14109722562002
3.6,4.96,4.38,53.07,89.47,90.27,90.22853008056481
6.03,3.88,1.02,75.43,90.65,122.76,122.75923564051105
4.88,5.84,2.2,63.17,50.13,96.06,96.04209706292175
1.44,5.4,3.92,76.78,52.26,65.21,65.25710248735706
3.16,5.96,2.46,80.75,52.54,86.65,86.64050401208024
7.22,3.55,2.53,84.48,97.05,134.76,134.73469673524832
1.52,5.23,0.65,80.01,86.87,86.77,86.82108770970923
1.65,4.24,0.04,90.78,51.39,75.25,75.27929429035562
6.35,8.31,0.02,77.58,96.03,143.73,143.72731947762836
3.88,7.99,1.77,96.85,72.19,113.28,113.2819254143731
5.47,4.91,2.2,95.71,74.51,118.08,118.07751681778589
5.18,5.43,1.5,93.5,52.8,109.05,109.07996736940792
7.76,5.4,2.14,71.8,79.49,135.09,135.09629585008926
6.09,4.3,2.2,59.55,91.23,117.71,117.66688632505131
6.89,8.68,2.06,54.38,58.47,123.63,123.63180733528165
3.35,8.6,2.63,52.74,69.42,94.32,94.27968315058912
1.03,8.88,4.77,50.33,92.92,78.64,78.63704031474683
4.23,8.64,2.76,88.75,71.76,113.76,113.79984014971284
3.5,8.27,4.88,99.64,72.74,105.52,105.53901377930308
1.28,4.09,0.47,99.42,67.95,79.86,79.85589770500513
1.53,4.2,0.52,55.69,89.28,77.7,77.74827717864639
6.96,5.51,3.07,69.3,68.04,121.1,121.03586615732979
2.67,6.49,2.63,96.7,74.46,97.06,97.03457039424453
4.31,4.26,0.54,68.1,78.01,102.11,102.12361186782144
2.39,4.09,4.45,65.66,76.4,75.16,75.1372575811766
5.12,6.64,2.04,67.58,50.76,102.5,102.49741361184623
2.24,6.54,2.34,62.69,52.05,74.69,74.72601005123514
2.86,3.81,4.84,54.22,56.01,66.19,66.15839884219208
7.85,7.86,4.94,57.26,75.39,131.66,131.68424459000985
3.26,8.27,3.08,96.01,82.63,109.89,109.84615778373457
7.24,7.04,4.32,55.55,61.57,118.95,118.9326262371372
5.91,8.7,4.47,93.3,90.8,134.68,134.66162473434474
5.02,5.39,2.89,85.55,50.85,101.57,101.5746628272494
6.16,5.25,3.38,91.05,69.45,119.48,119.52537979160803
1.98,7.48,1.71,73.55,93.28,96.24,96.21754174548988
2.11,3.18,0.69,61.12,96.18,83.99,83.95746798227026
3.08,3.53,1.89,70.95,73.05,85.07,85.0342948023461
1.48,7.38,2.13,88.5,55.03,79.73,79.76189514490602
5.71,3.28,1.71,70.92,50.05,99.14,99.10490561767455
1.12,8.84,4.58,70.13,53.57,69.85,69.90657312023265
2.87,5.2,2.47,77.95,91.0,96.24,96.27525095317925
7.9,3.47,3.22,85.46,97.02,139.56,139.51676950996094
4.06,4.67,2.19,81.34,50.98,90.98,90.96332258214541
3.51,4.29,1.85,61.33,76.48,89.73,89.75030288754513
1.28,7.67,4.03,75.15,92.47,85.99,86.00351851388598
1.74,6.5,3.45,50.08,65.93,69.62,69.65495536704658
2.09,7.82,3.83,77.68,72.24,86.75,86.81017247620792
7.23,5.42,4.41,86.83,83.2,131.82,131.8397487555953
2.82,6.69,4.19,90.47,93.21,101.46,101.4959260651969
4.42,6.31,1.88,68.81,89.6,111.47,111.43332625811925
6.03,4.09,2.07,98.91,66.21,118.61,118.55728907227017
7.7,8.97,1.74,69.1,92.43,150.47,150.43323555984918
2.07,8.2,3.55,73.75,90.44,94.49,94.43160790893668
3.33,3.59,1.38,53.97,67.89,81.36,81.32572648809933
1.85,6.71,0.87,70.52,94.48,93.98,93.98833412894035
2.01,8.72,4.66,82.14,89.39,95.3,95.32890087419895
1.53,6.85,0.52,87.25,54.37,81.23,81.20275724300208
2.68,5.63,3.87,53.72,69.29,77.06,77.10106634788471
6.03,3.17,0.55,53.35,67.13,105.52,105.53587678960449
7.53,8.4,4.67,58.4,85.05,135.21,135.17060105396232
1.3,7.02,1.91,50.54,54.94,66.08,66.07674959117053
7.49,7.34,1.21,96.08,96.93,154.58,154.60777618909668
1.23,8.41,3.83,91.47,72.02,84.88,84.88958050009197
4.99,5.06,2.35,93.04,63.26,108.64,108.60613138848012
3.22,8.68,4.54,97.89,96.11,113.71,113.75262509391627
2.02,4.82,4.19,83.55,69.67,77.22,77.19268694146469
3.07,7.56,4.85,92.55,87.81,103.45,103.50003009502649
4.59,4.54,0.06,93.71,54.49,104.66,104.71879913135747
5.3,5.54,4.91,80.74,59.6,102.52,102.56179853777738
1.4,3.71,0.88,88.26,97.45,87.44,87.42828876195252
3.39,3.45,1.99,51.92,64.28,78.13,78.16655069610006
1.87,7.46,3.47,62.46,59.88,74.96,74.95933942935825
3.52,7.95,4.87,96.54,63.89,100.3,100.30863844068853
1.83,7.84,2.75,62.57,66.33,79.82,79.79258338874384
1.21,7.09,2.97,96.69,87.01,90.0,90.03186661385683
6.13,7.21,0.84,85.78,82.54,133.88,133.87096094669246
3.97,3.83,4.18,58.11,91.62,92.91,92.94054769835259
7.76,7.85,2.06,59.98,86.27,141.79,141.77261105183626
6.22,5.18,2.98,89.29,55.61,114.61,114.59096647567138
6.99,5.69,0.24,56.39,75.0,126.46,126.41674270024025
5.4,3.94,2.93,65.79,95.11,112.35,112.34102046971836
4.98,8.55,1.14,51.36,93.57,120.99,121.02643008909946
4.35,8.91,1.47,67.81,53.22,104.55,104.57084666738888
6.97,6.28,0.9,65.05,78.19,130.53,130.56117347113982
7.6,4.24,0.23,85.4,72.21,135.2,135.16426129250263
7.32,4.37,3.16,81.93,92.06,134.1,134.0736583943488
7.03,3.71,1.39,68.15,67.2,118.97,118.94448606043548
4.14,6.44,0.45,61.75,55.64,96.43,96.4602547647907
3.48,6.43,2.79,85.28,54.13,92.29,92.26579033028847
6.63,5.36,4.08,55.21,60.18,108.21,108.22420194534646
6.23,6.53,0.73,62.13,83.03,126.07,126.05119474673936
2.06,8.19,4.02,56.3,92.02,88.78,88.76815644534872
5.48,5.27,0.8,96.54,81.16,124.93,124.9567915189506
