Study Hours,Sleep Hours,Social Media,Attendance,Past Avg Score,Final Score
3.13,8.0,3.01,54.59,68.32,89.9
7.04,3.17,4.77,84.51,72.71,117.8
6.68,8.08,4.98,52.77,87.09,125.05
5.81,5.15,3.54,74.64,62.16,107.9
1.49,3.4,3.69,69.52,63.42,62.44
6.5,3.87,3.69,94.72,56.28,113.61
2.79,7.51,0.25,82.66,64.15,97.56
7.1,8.98,3.58,85.68,69.25,137.06
7.36,3.96,1.11,79.14,89.82,135.6
2.57,4.04,3.01,87.53,92.09,92.34
2.99,5.69,0.96,84.74,92.1,104.31
2.15,3.58,2.72,80.93,95.69,87.18
1.37,3.5,1.92,87.89,93.19,82.66
7.33,6.21,4.41,89.45,65.61,128.83
1.81,5.41,2.59,53.48,89.77,79.29
4.55,7.55,0.7,57.54,94.35,117.19
6.75,5.82,0.01,73.94,80.47,132.59
2.91,7.77,2.37,72.43,95.41,104.63
7.32,7.52,1.29,59.53,95.08,141.75
7.29,4.65,3.57,96.87,67.65,128.5
6.68,6.73,4.52,94.64,76.32,130.21
5.44,7.01,3.6,55.93,69.12,107.22
7.13,4.14,3.16,55.21,90.05,122.82
3.68,7.35,1.65,85.29,76.63,108.11
2.25,6.03,3.9,68.15,67.25,77.86
2.32,8.55,4.17,91.78,78.32,97.02
6.47,5.56,3.5,51.04,66.58,109.88
7.18,7.19,2.33,92.55,96.75,148.04
7.56,4.25,4.02,80.0,72.43,125.72
1.19,3.79,1.01,89.61,73.32,76.28
6.96,6.59,2.38,85.26,69.11,130.9
2.66,7.82,3.44,92.85,85.71,102.62
3.27,7.75,0.65,59.45,73.98,98.76
7.51,3.78,2.82,96.67,89.08,137.93
3.94,8.96,4.92,98.93,72.47,111.14
7.09,8.28,2.1,55.12,54.4,122.78
4.13,3.91,3.51,53.97,68.12,85.3
6.33,4.01,1.95,76.92,88.03,123.38
1.65,6.17,3.27,86.87,83.18,86.18
6.13,8.59,2.8,54.08,79.24,123.3
5.7,4.64,2.13,86.94,59.4,110.81
7.43,3.51,2.19,56.15,72.43,118.81
3.27,7.43,2.38,93.28,75.36,105.03
1.62,7.12,2.4,55.56,54.68,69.72
7.65,8.32,4.96,60.82,80.33,134.26
4.0,6.85,1.81,95.09,82.23,114.33
7.71,5.27,1.62,63.79,57.84,124.26
3.17,8.59,3.3,89.19,69.05,102.08
6.62,6.94,0.99,57.15,76.47,126.16
5.16,3.7,0.15,65.58,96.48,115.45
1.67,4.45,1.24,92.99,84.44,87.56
7.72,7.64,2.05,67.27,60.76,132.83
1.42,6.33,1.01,97.44,93.34,96.3
7.76,5.99,0.1,53.22,95.8,141.85
2.34,3.82,0.53,99.28,54.18,82.93
4.79,3.17,2.97,58.6,70.53,92.44
6.06,8.25,1.33,95.31,92.47,142.19
1.75,6.08,4.1,83.37,79.22,82.51
3.56,3.16,1.0,64.97,74.68,88.87
6.01,6.38,0.34,86.52,87.88,133.62
5.27,3.59,4.69,84.56,70.89,102.51
7.4,4.73,3.16,53.9,66.21,117.11
3.45,5.55,4.85,64.13,57.64,80.27
4.1,3.01,2.68,58.69,84.9,92.09
4.82,4.66,3.53,62.79,51.06,89.59
5.29,6.45,2.53,74.85,57.28,107.23
7.2,8.48,4.47,92.49,97.25,147.94
5.23,4.38,0.41,92.51,89.15,122.82
5.74,7.47,1.97,86.29,50.8,116.29
7.1,3.94,3.25,87.02,89.17,130.98
4.73,6.34,1.0,79.46,78.2,114.73
7.16,5.33,2.63,75.19,52.03,118.53
5.16,7.46,1.02,98.19,88.95,131.79
5.6,5.61,4.34,70.88,89.92,115.77
2.39,7.34,4.63,99.77,69.55,92.04
5.61,6.96,3.58,83.74,86.27,123.88
7.11,6.23,1.4,94.25,86.04,142.52
4.05,5.19,4.88,89.5,78.78,100.61
1.58,4.92,4.66,59.98,52.39,58.62
3.15,6.39,4.6,83.73,93.12,100.71
7.99,3.76,1.65,59.3,82.48,130.68
7.33,4.53,1.77,66.75,61.37,120.54
4.87,4.47,3.14,54.85,65.92,93.8
4.73,3.91,2.99,73.87,91.04,106.94
4.0,8.91,3.33,64.34,67.38,102.32
2.27,5.12,0.67,76.14,56.99,80.06
6.28,3.8,4.49,78.84,53.57,104.02
1.36,8.17,0.08,99.52,68.11,93.66
4.19,6.79,4.04,93.38,76.84,108.78
6.53,8.7,4.76,83.37,89.08,136.0
6.59,8.67,0.64,98.3,64.15,139.18
6.34,3.1,2.06,81.52,73.02,115.91
6.15,7.74,0.09,52.21,89.32,129.74
4.1,6.75,4.91,75.45,85.95,104.32
6.96,6.54,2.67,86.53,69.48,130.69
6.95,8.47,3.24,63.45,79.4,132.27
7.49,4.49,3.65,85.85,81.58,132.0
7.13,4.18,1.85,85.76,94.61,136.62
6.98,4.45,2.16,90.35,51.68,119.6
4.89,3.24,2.78,76.08,74.24,100.67
3.37,4.88,0.21,71.35,62.06,90.77
5.45,8.88,2.82,70.08,60.88,115.43
2.45,4.43,3.84,66.39,95.58,85.81
4.03,7.15,2.18,76.27,69.28,103.98
5.63,4.1,4.36,69.12,53.92,96.53
7.63,5.45,2.08,58.07,88.21,133.59
7.88,6.22,0.11,94.65,92.32,154.68
1.7,7.68,2.24,59.3,52.99,72.84
4.21,6.36,2.76,97.75,91.46,117.32
2.62,8.53,4.1,98.36,94.07,108.13
5.6,5.85,4.35,51.63,89.9,110.69
5.33,7.25,4.58,62.61,80.71,111.57
4.16,4.63,0.53,98.39,56.58,102.42
4.27,5.83,1.76,91.5,71.05,108.3
5.05,8.14,3.54,94.83,66.53,117.84
3.04,4.45,0.01,76.8,80.71,96.03
7.48,8.18,1.21,98.99,56.94,141.94
2.04,5.27,4.5,78.04,89.63,84.45
4.25,7.48,3.55,71.55,54.04,96.69
4.97,7.37,1.77,88.92,60.23,114.12
2.29,5.93,2.87,67.05,92.22,89.66
2.82,5.05,2.16,72.86,77.35,89.02
4.44,4.53,1.76,80.89,86.57,108.93
5.65,3.95,3.13,70.92,95.27,115.85
6.21,4.09,2.04,71.33,61.53,110.06
3.45,3.11,0.63,50.69,50.66,74.54
5.6,8.29,1.01,69.96,92.61,131.31
3.96,6.13,2.88,91.49,84.02,109.3
4.78,4.96,4.53,55.6,87.42,100.47
4.99,7.83,0.86,83.0,65.73,117.89
3.37,3.36,3.76,60.03,79.47,82.64
5.6,5.27,0.32,53.14,71.58,110.13
4.3,4.04,2.99,89.45,70.2,99.79
3.82,7.77,2.09,60.84,52.79,92.9
5.98,8.45,1.91,91.65,55.33,124.97
6.74,4.26,0.84,75.28,75.96,124.77
6.31,5.53,1.02,84.52,94.68,134.61
2.52,4.52,3.5,65.19,65.78,75.1
5.95,4.33,2.96,99.24,81.6,123.06
3.43,7.45,4.34,80.51,58.15,92.0
6.87,8.66,0.59,71.27,94.86,145.95
5.41,3.41,3.06,81.53,93.23,114.52
6.02,7.64,0.77,60.91,57.77,116.95
2.49,4.17,2.99,90.75,54.52,77.96
2.39,4.09,4.45,65.66,76.4,75.16
3.77,7.99,0.51,72.7,82.75,111.81
5.43,3.25,4.02,86.22,87.21,111.3
3.84,3.31,1.12,52.7,88.58,93.52
1.6,6.22,4.0,70.45,96.81,84.85
1.24,7.19,1.16,84.92,79.45,87.69
5.28,8.57,2.17,82.73,52.86,114.84
7.73,7.62,4.49,79.88,56.16,129.91
7.45,5.6,2.75,71.83,71.83,128.66
3.93,5.85,4.98,76.57,64.38,91.72
3.07,8.27,3.46,70.2,62.85,91.73
2.6,5.13,4.82,58.03,51.83,67.28
2.21,8.99,4.22,92.55,55.74,88.49
6.03,8.73,4.51,50.74,63.4,112.0
4.23,7.06,2.16,76.83,50.87,98.33
6.26,5.37,2.75,95.81,66.33,122.25
1.52,4.55,2.17,96.62,85.95,86.38
3.06,5.13,0.41,93.19,93.15,107.28
7.38,5.09,1.5,79.38,77.27,133.39
2.33,7.61,1.49,82.42,60.16,89.59
1.74,4.64,3.14,59.4,55.55,63.34
4.33,7.8,2.31,54.92,66.32,100.73
3.43,6.59,1.18,62.49,72.91,96.22
4.5,4.96,4.03,94.81,97.36,114.7
5.93,8.33,4.77,87.33,84.31,128.75
2.28,8.53,3.3,68.75,72.93,89.32
2.32,7.65,0.79,56.42,74.06,88.77
2.06,4.28,0.39,53.16,96.51,85.15
4.6,5.01,2.2,87.29,56.12,100.65
3.45,8.78,3.13,72.0,65.28,98.88
2.85,3.03,1.72,85.44,55.02,78.88
4.47,4.64,4.05,54.21,97.47,101.26
5.93,7.44,2.52,80.03,97.74,133.76
2.01,5.22,2.14,71.83,67.21,77.86
6.03,3.88,1.02,75.43,90.65,122.76
6.22,4.63,1.01,98.33,59.07,120.94
6.15,3.51,1.7,89.47,58.93,112.93
4.83,5.0,0.96,76.42,75.57,109.74
4.55,7.91,2.09,72.29,91.8,118.91
6.27,4.44,1.24,71.16,74.7,118.49
1.56,8.05,4.24,67.88,76.11,80.55
7.73,8.64,2.04,72.43,90.25,149.27
5.71,3.05,3.47,68.64,79.66,106.09
2.96,7.48,0.79,90.64,55.65,96.94
4.02,6.25,1.72,89.74,65.89,104.82
6.54,7.33,0.39,93.41,52.69,129.16
4.36,7.58,4.38,74.71,67.8,102.78
3.42,7.58,2.64,86.72,75.49,104.47
7.71,8.57,2.09,68.34,57.24,134.31
1.88,7.71,0.46,62.01,83.52,91.11
6.07,6.01,4.42,89.02,75.98,120.92
1.22,4.1,1.72,60.65,94.39,75.78
7.23,4.76,0.64,78.56,91.2,138.16
6.16,8.75,0.94,86.32,58.3,129.03
6.82,7.85,0.98,66.56,68.85,130.43
5.1,6.03,2.45,84.03,51.65,104.96
3.54,3.71,4.21,66.78,64.48,80.42
2.91,4.46,4.21,51.81,61.04,71.06
4.41,3.03,2.1,93.84,50.16,92.76
5.65,5.77,1.99,99.85,92.64,131.21
5.51,6.5,4.72,91.34,77.0,117.86
2.34,4.59,2.27,66.61,77.77,81.4
4.87,6.6,2.82,69.2,62.51,103.8
7.52,8.16,0.13,96.4,85.7,155.09
1.65,3.76,3.42,65.52,62.33,63.85
1.19,3.13,3.39,68.9,65.81,60.27
4.84,5.65,1.81,83.6,92.11,118.77
2.88,6.32,3.89,61.69,75.85,85.93
3.98,8.99,0.83,55.67,57.51,100.84
5.43,8.76,4.81,57.4,82.25,115.67
8.0,3.7,3.99,66.54,52.17,115.94
1.55,7.11,4.32,59.13,80.09,76.46
3.6,7.3,3.06,66.62,67.4,95.15
1.05,7.97,2.1,50.5,70.95,72.68
4.45,4.86,3.41,65.66,97.6,106.55
6.01,5.64,2.06,56.8,94.61,121.82
4.79,7.11,2.95,84.11,78.83,115.3
4.58,4.39,0.03,55.32,67.76,98.05
4.71,8.8,4.45,93.64,52.28,108.92
3.96,6.37,0.02,63.06,83.63,107.13
6.84,7.1,3.19,77.05,69.9,127.55
2.54,4.96,0.33,98.64,50.39,86.83
2.0,5.5,2.85,74.64,93.76,88.74
5.62,7.18,4.88,99.04,88.07,127.26
2.67,4.39,2.98,73.36,62.58,78.26
5.89,3.3,2.39,65.76,84.45,111.62
6.79,3.89,2.03,52.81,93.86,122.05
6.06,8.72,2.68,88.57,50.34,122.04
3.41,8.62,2.93,66.23,77.75,101.64
6.94,5.94,0.05,64.71,54.28,121.36
7.55,7.1,0.05,92.06,66.86,143.51
3.51,5.65,4.6,80.09,76.28,93.84
3.7,8.86,1.16,56.34,96.35,113.0
7.32,4.87,4.45,58.26,59.03,112.64
5.21,7.41,1.31,71.43,89.64,123.78
6.8,3.54,1.89,79.03,89.95,127.67
6.38,3.3,0.21,73.32,68.97,116.47
2.96,5.31,0.36,81.94,50.33,86.6
6.29,6.53,4.75,97.44,58.6,119.36
1.84,4.85,3.54,95.52,69.55,80.53
1.66,5.1,4.07,71.76,61.28,68.15
1.53,4.51,0.54,57.62,58.94,67.09
5.86,5.23,2.04,81.11,58.77,112.17
7.83,7.85,2.57,61.22,91.52,143.88
5.98,3.1,1.9,53.73,59.7,99.31
3.67,3.54,1.85,91.53,94.3,105.11
3.82,7.2,0.91,51.98,96.01,108.16
3.65,5.91,1.26,54.81,71.01,92.92
2.65,6.59,2.64,51.68,66.58,80.47
2.09,8.69,4.51,54.04,55.63,74.34
5.26,8.66,3.77,79.78,56.96,112.5
7.49,6.09,3.9,58.3,88.79,130.9
4.51,6.23,3.11,57.61,55.32,92.48
4.88,5.84,2.2,63.17,50.13,96.06
4.96,5.99,4.56,88.27,85.57,114.15
6.67,7.29,3.74,79.18,60.09,122.22
1.2,8.46,2.07,88.47,96.61,97.18
7.23,5.42,4.41,86.83,83.2,131.82
3.33,8.98,3.57,98.19,62.45,104.24
7.67,3.89,1.69,53.13,67.92,120.44
5.6,3.44,2.97,96.36,68.57,111.11
1.67,5.57,4.04,94.02,90.25,87.95
4.64,7.35,2.77,53.81,61.42,99.01
4.42,3.84,1.7,79.19,60.19,95.72
2.65,5.34,1.17,81.44,83.36,95.25
4.19,4.31,0.38,71.47,76.12,101.78
5.39,6.9,1.03,96.25,52.13,116.86
1.89,6.33,0.9,86.88,92.29,97.16
1.46,8.77,3.96,79.57,53.8,76.89
3.39,6.54,3.64,90.44,92.26,106.85
5.33,5.36,3.29,81.33,90.58,118.11
7.58,8.71,2.04,89.82,87.24,152.14
2.67,3.31,2.47,55.21,82.62,78.66
7.01,8.47,4.95,79.28,63.18,127.62
4.09,5.69,3.83,87.57,68.9,100.04
3.97,5.65,1.23,93.79,53.23,99.61
2.07,7.2,2.17,78.4,97.47,98.39
2.79,5.63,2.63,57.86,72.38,83.03
7.59,7.07,0.61,55.75,73.35,134.32
6.3,6.48,4.33,86.82,72.35,122.52
3.58,7.12,1.79,76.77,74.39,102.76
6.24,5.23,2.72,98.06,78.88,127.35
2.75,3.27,3.44,53.14,83.16,76.85
5.47,7.28,0.09,53.64,79.72,118.91
6.51,6.41,3.66,65.86,67.08,117.1
2.78,7.43,2.82,59.04,59.62,83.24
2.98,3.48,2.91,82.1,54.37,77.85
4.5,5.01,1.1,54.87,74.59,99.67
5.87,6.42,1.85,54.46,82.92,117.93
7.32,3.04,1.24,69.7,56.84,116.2
7.06,8.99,0.47,78.99,97.5,152.31
7.88,6.72,3.9,60.01,60.11,125.29
7.25,3.67,1.14,51.07,84.23,122.99
4.33,5.6,4.61,70.42,91.34,104.2
7.03,3.22,2.49,98.66,85.79,131.91
7.24,4.61,3.85,68.19,53.25,113.05
5.92,7.77,2.8,57.8,65.9,114.66
6.51,7.48,4.62,56.88,81.06,121.28
5.41,6.0,0.79,89.97,59.8,116.06
1.26,3.24,4.45,63.04,58.65,54.51
6.96,8.87,2.57,86.03,57.98,133.09
5.72,4.54,1.58,92.1,68.05,116.85
6.0,7.53,0.31,50.46,89.29,126.86
2.09,6.68,3.03,67.44,88.5,88.4
5.15,8.71,2.71,64.39,75.45,116.55
6.26,8.23,3.02,92.63,94.12,140.41
5.84,6.21,2.81,79.58,79.63,121.23
5.53,7.52,2.63,67.59,96.58,125.94
1.56,7.37,4.3,50.14,51.56,63.23
4.14,3.28,0.25,55.18,87.32,98.12
7.63,8.48,1.72,71.98,86.32,146.81
3.45,7.3,2.37,69.41,56.55,91.68
3.39,3.23,0.01,75.91,50.35,83.07
3.6,6.64,1.92,89.89,91.19,111.96
4.49,3.13,3.26,56.52,90.78,96.58
5.85,7.0,2.41,75.44,60.69,115.78
6.64,6.96,1.27,69.94,63.93,124.68
6.6,3.06,4.41,97.3,63.58,114.43
3.02,5.84,2.45,50.87,77.45,86.09
1.3,8.37,0.22,69.16,90.63,93.35
4.26,6.57,1.18,74.02,70.07,105.96
6.61,4.92,2.63,50.4,50.07,104.15
3.65,8.5,2.6,64.24,90.35,108.58
7.93,5.42,1.61,65.8,50.17,124.18
5.01,5.73,1.56,51.14,66.39,101.07
1.66,8.2,0.6,84.18,88.98,99.18
1.23,4.34,1.61,78.56,92.33,81.39
3.88,8.44,1.64,67.89,83.79,110.84
1.33,3.92,0.49,93.6,89.89,86.77
6.28,7.25,3.8,56.06,59.32,111.26
5.61,5.83,1.27,60.63,65.24,109.74
7.38,5.48,1.44,84.22,82.95,138.4
7.9,3.58,1.16,55.7,51.31,116.78
5.34,6.0,1.89,87.28,76.64,119.07
4.99,3.82,3.58,50.51,90.21,100.47
7.83,7.29,3.15,82.81,97.7,149.99
7.88,3.45,4.87,71.2,86.56,127.49
2.48,8.65,2.71,50.75,51.58,78.73
6.93,7.39,1.45,50.15,54.48,118.44
6.91,8.16,1.24,96.31,94.79,151.01
6.78,4.65,0.83,58.99,60.01,115.04
2.5,8.56,3.39,59.09,80.89,91.52
5.24,4.2,4.19,50.45,67.98,93.72
2.78,6.47,1.8,78.71,96.81,103.17
4.4,6.39,4.61,97.94,66.27,105.45
7.25,6.17,2.02,88.96,64.48,132.16
4.9,7.55,1.3,59.81,54.98,104.07
2.8,6.91,2.68,61.78,68.92,86.67
2.31,4.75,3.86,94.43,55.7,77.9
2.39,6.07,2.11,77.19,81.67,91.31
1.66,4.17,1.84,57.04,85.14,74.95
7.66,9.0,3.06,50.68,52.88,126.19
6.7,7.31,4.44,52.2,77.35,119.99
2.33,4.54,0.82,64.54,76.58,82.98
7.96,3.73,2.57,84.69,62.3,128.07
6.46,8.17,1.06,78.78,89.16,139.87
4.69,3.9,4.3,58.38,71.7,91.51
2.91,4.99,1.48,98.58,61.54,92.37
1.99,7.87,0.2,97.21,57.12,93.17
2.14,5.89,0.79,90.71,67.74,89.65
3.26,4.95,0.69,54.73,95.52,97.48
3.3,8.13,1.85,68.31,57.62,93.94
7.8,7.36,0.83,57.11,81.07,140.21
5.46,3.34,2.79,63.36,71.2,101.03
1.57,5.26,0.08,82.27,90.34,90.58
1.3,6.35,4.94,60.8,53.55,60.49
7.12,6.73,2.87,61.97,71.65,125.75
5.86,3.53,1.63,66.57,63.92,105.61
3.84,4.3,2.44,94.2,54.62,92.65
7.26,4.5,4.03,68.38,82.95,124.46
3.53,5.17,3.32,64.23,85.07,93.93
6.15,5.91,4.86,78.28,62.07,111.67
5.68,5.39,3.84,75.32,76.1,112.63
1.78,5.37,1.92,61.4,72.19,75.6
7.47,3.55,3.4,75.18,79.22,125.34
6.14,8.67,3.45,67.26,56.93,117.32
6.44,7.82,4.18,95.85,70.1,129.83
7.37,6.81,0.82,52.93,75.33,131.15
6.14,3.02,0.04,97.49,63.71,118.96
5.8,6.13,4.85,93.56,81.89,121.69
7.03,3.71,1.39,68.15,67.2,118.97
5.98,4.9,3.58,80.1,97.61,124.47
7.37,8.33,4.33,78.01,53.37,127.37
7.84,6.98,2.99,80.59,95.39,147.89
2.15,3.17,4.3,87.86,50.35,66.76
6.3,3.4,1.84,98.73,90.5,129.03
4.81,7.34,2.99,63.37,50.7,98.65
6.25,6.13,4.16,50.48,82.8,114.57
4.92,6.82,4.44,61.36,58.6,97.66
2.54,5.66,4.39,71.19,86.76,87.11
1.23,8.49,3.79,71.95,91.48,87.11
1.38,6.13,2.94,87.63,58.44,74.57
4.91,8.28,3.32,95.01,55.72,113.18
1.03,6.71,0.65,63.57,91.9,83.97
4.84,7.66,1.7,93.96,73.42,120.71
7.07,4.97,3.09,89.22,77.43,130.11
3.98,3.75,2.78,70.01,63.81,88.06
1.5,4.56,3.44,87.71,87.51,81.59
6.47,8.47,0.82,72.3,97.3,142.65
2.88,5.81,3.22,63.95,86.4,90.64
5.55,8.0,0.67,68.89,80.32,125.44
7.37,6.86,4.8,59.19,92.26,131.97
1.41,3.59,0.37,83.19,87.71,82.72
4.72,3.53,4.04,86.74,67.54,98.06
6.93,7.22,1.38,68.01,90.28,137.75
4.34,8.97,2.75,97.42,70.78,118.0
1.18,3.45,4.39,56.66,83.11,62.5
1.22,5.53,4.76,84.16,88.78,78.77
1.89,7.05,3.07,69.13,79.47,84.59
3.63,4.69,0.6,71.8,51.29,87.59
3.65,7.05,2.15,97.47,80.2,110.99
1.64,5.42,3.81,65.2,94.11,80.65
1.86,5.57,2.72,82.46,53.52,74.19
1.83,5.46,4.78,52.07,51.22,59.42
3.92,7.88,0.85,66.46,89.36,112.93
1.4,4.46,0.23,91.88,96.11,91.5
3.83,8.33,1.88,76.26,88.47,113.93
1.41,3.26,1.06,74.97,65.07,68.9
2.87,7.88,4.95,72.51,71.27,89.83
2.43,8.08,4.77,76.81,82.07,92.46
6.82,4.5,2.33,84.44,91.69,132.19
7.97,7.99,2.04,82.58,93.05,153.58
5.79,8.61,0.93,78.12,95.36,137.71
5.02,8.06,4.1,71.58,53.63,104.07
4.6,7.06,0.2,53.26,71.81,106.84
7.94,5.45,1.42,97.42,95.29,152.28
3.76,7.42,4.39,70.56,84.48,102.28
5.16,8.2,3.58,65.92,67.1,110.49
7.62,3.17,4.85,59.35,92.05,123.02
2.61,3.79,3.59,90.43,72.1,83.61
3.63,7.24,2.68,97.5,91.0,114.68
1.35,5.66,4.58,88.99,72.25,75.61
3.3,5.96,1.98,87.9,80.7,102.29
1.14,6.32,3.13,93.26,94.97,88.91
7.07,4.69,2.88,99.94,59.44,125.68
7.37,8.1,3.49,73.21,58.39,128.92
1.97,7.52,4.67,65.87,91.0,87.06
6.68,6.97,4.2,55.82,95.54,127.57
7.22,3.55,2.53,84.48,97.05,134.76
6.95,4.03,4.55,54.84,68.49,109.43
3.77,4.09,2.0,61.01,85.58,94.73
7.65,5.04,4.35,65.08,82.25,127.73
4.9,5.16,0.75,82.85,58.65,106.43
1.16,6.92,0.16,87.31,84.99,91.06
1.65,4.22,2.36,70.83,94.95,82.05
1.5,8.51,2.87,52.07,70.79,77.22
6.57,6.52,0.81,61.51,53.86,117.07
6.91,3.99,1.55,56.05,94.82,125.79
2.05,3.59,3.46,63.59,66.57,68.01
5.68,6.47,1.15,59.69,65.82,112.5
3.66,3.02,4.03,85.75,67.42,86.66
3.73,3.11,0.86,90.11,71.83,96.95
5.34,5.34,3.01,80.81,51.13,102.76
4.48,4.12,0.01,58.17,71.78,98.79
1.05,6.52,3.54,76.56,80.33,77.03
3.34,8.54,4.43,60.73,72.94,94.2
4.46,6.48,4.24,72.99,70.04,101.03
5.48,3.83,0.8,75.81,93.93,119.52
3.1,6.54,4.97,97.54,65.15,92.86
6.55,6.39,4.03,56.31,76.71,117.68
1.33,3.49,3.68,78.42,80.26,70.66
3.55,7.76,2.29,95.32,51.8,99.93
2.47,3.34,4.75,92.13,90.91,86.79
3.86,4.81,2.61,96.28,57.75,95.92
3.36,4.33,1.54,72.66,59.42,85.68
6.16,4.4,0.89,87.98,94.19,130.9
4.58,8.24,3.59,99.07,90.27,124.63
4.42,4.68,0.26,63.16,94.04,109.91
4.42,6.17,2.0,76.36,51.33,97.71
2.23,3.77,0.41,72.98,87.7,87.56
6.08,5.11,2.9,71.51,55.88,108.02
6.94,4.23,1.46,98.3,56.84,124.43
1.41,4.57,1.58,63.62,87.29,77.27
3.88,7.99,1.77,96.85,72.19,113.28
7.59,5.78,3.33,55.43,58.4,118.95
1.85,3.33,2.98,90.24,57.34,70.72
1.28,4.44,2.34,97.72,50.7,69.72
7.75,6.6,3.7,74.03,74.71,134.22
4.26,7.63,2.82,55.85,78.7,103.83
3.64,5.93,4.78,65.2,57.04,83.39
4.23,5.56,2.31,87.83,84.07,110.07
4.52,4.0,2.67,54.03,62.14,88.39
4.03,7.18,3.3,92.65,73.99,108.58
5.47,8.44,4.0,80.09,65.67,116.84
4.19,6.17,3.55,76.55,92.57,109.09
3.38,8.66,2.18,55.82,50.23,88.84
5.44,4.2,2.44,64.8,83.43,109.44
5.77,3.32,2.77,54.95,62.66,97.87
3.11,4.57,3.51,78.37,61.92,83.0
3.62,7.93,4.54,92.51,69.08,102.67
6.17,6.78,2.69,64.56,96.67,128.51
6.72,8.37,4.13,68.68,67.68,124.98
6.46,8.3,1.11,80.07,67.18,131.73
5.0,5.81,2.15,58.04,54.42,97.26
1.4,7.53,3.83,66.71,52.81,68.67
5.01,7.91,1.2,93.75,88.73,130.07
4.97,8.8,0.25,57.15,65.4,113.93
6.74,4.8,3.21,71.81,69.4,117.95
7.87,4.43,3.9,58.82,68.98,121.58
1.7,8.21,1.91,71.79,68.7,85.12
5.42,4.3,3.35,62.11,54.18,95.29
6.26,8.57,2.29,97.25,67.07,133.48
3.55,6.39,4.76,98.46,66.39,97.66
2.61,8.76,4.75,96.67,80.51,101.48
3.23,7.73,4.77,64.82,75.52,92.39
6.92,3.45,2.8,82.39,93.89,129.3
3.98,3.6,4.72,85.65,81.29,95.42
5.88,6.8,0.55,65.4,93.36,129.17
2.68,4.69,1.68,61.18,89.04,88.8
5.5,7.04,1.6,92.26,81.62,127.75
4.94,6.33,4.35,93.02,63.28,107.96
2.06,8.19,4.02,56.3,92.02,88.78
6.69,4.49,3.06,90.42,81.52,127.34
1.39,4.58,3.3,74.45,77.74,73.02
7.52,5.82,2.18,80.68,80.22,137.06
4.91,8.84,2.43,90.38,58.83,116.52
6.19,4.28,2.86,55.6,85.5,113.7
1.55,7.3,1.07,97.86,89.67,98.93
6.42,4.49,2.43,97.2,96.17,133.99
6.04,3.52,2.65,50.93,95.13,113.0
1.36,6.14,3.56,70.36,95.38,82.84
6.18,3.99,4.15,57.42,87.39,111.49
6.89,3.44,4.66,64.24,90.96,118.69
4.16,7.12,2.26,71.01,66.93,102.37
6.8,7.31,2.28,65.14,59.82,122.03
2.09,3.4,1.03,63.28,68.17,73.21
4.38,7.65,3.13,67.84,74.44,106.27
1.27,4.91,0.53,75.03,82.77,80.73
4.88,4.31,4.52,97.75,59.87,101.05
7.18,3.3,0.51,64.42,80.96,125.16
7.17,6.08,3.41,82.89,75.84,131.19
7.11,3.34,2.33,68.01,93.77,127.23
3.82,8.22,0.03,70.26,89.46,115.81
5.15,7.87,1.9,83.8,68.51,118.72
7.14,7.6,3.7,87.58,58.95,129.56
6.14,6.35,4.9,81.99,70.72,117.37
5.69,8.08,1.18,89.23,88.25,135.19
5.01,3.79,1.29,96.41,72.66,111.9
3.2,5.97,0.6,99.12,54.97,97.21
2.34,7.74,1.65,70.18,74.51,91.87
5.39,8.37,2.31,54.49,51.64,105.96
4.71,8.43,2.98,63.13,84.34,114.4
8.0,3.51,4.55,72.71,95.46,133.45
7.85,7.86,4.94,57.26,75.39,131.66
1.71,5.2,1.88,84.02,55.53,74.59
6.42,4.15,0.86,75.84,60.37,115.42
2.45,5.47,2.13,87.8,79.85,92.51
1.01,3.32,4.7,60.48,62.94,52.93
7.23,8.38,3.88,84.39,52.51,128.8
1.28,4.79,4.24,72.39,63.69,64.59
3.36,7.56,2.27,55.15,78.57,96.31
2.94,5.8,2.44,52.27,97.76,93.82
6.37,6.66,1.66,87.47,88.07,135.47
1.3,5.81,3.19,56.03,67.42,66.52
3.52,4.92,3.76,78.84,97.36,101.51
3.3,7.71,2.12,88.68,93.05,112.39
5.75,5.24,0.23,59.4,79.51,116.61
5.36,5.04,4.69,84.4,63.79,104.83
7.45,5.27,1.18,91.24,59.43,131.67
1.23,7.84,4.8,69.9,77.14,76.86
3.79,5.52,2.33,50.57,94.11,98.87
6.77,6.56,1.04,51.76,82.71,127.14
5.82,3.71,0.22,99.31,70.82,121.17
2.73,8.36,3.73,72.98,93.11,101.28
5.38,8.93,2.86,98.51,57.12,121.83
5.65,8.05,0.68,50.48,70.0,116.76
6.86,8.55,1.22,99.72,72.89,143.97
7.63,8.55,4.15,88.15,85.54,146.68
5.61,7.01,3.23,57.26,96.08,120.67
6.19,8.0,0.35,77.7,78.18,133.6
5.84,6.08,0.11,68.43,54.7,113.0
7.08,4.51,4.65,66.19,55.35,109.94
6.33,5.84,3.94,84.71,80.88,124.39
3.5,6.68,0.12,77.94,73.93,104.22
7.97,5.09,3.85,62.53,87.49,133.06
1.16,5.92,0.02,81.67,91.34,89.21
5.73,7.33,2.0,92.29,56.53,119.9
